customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
CS4536,50,20,1365,3,3,4,334
CS4537,79,17,1175,2,2,3,223
CS4538,26,22,1591,4,4,5,445
CS4539,81,19,1341,2,3,3,233
CS4540,0,32,2361,5,5,5,555
CS4541,24,25,1582,4,5,4,454
CS4542,10,12,824,5,1,2,512
CS4543,31,24,1583,4,5,4,454
CS4544,22,16,1178,4,2,3,423
CS4545,128,11,669,2,1,1,211
CS4546,42,12,694,3,1,2,312
CS4547,224,20,1308,1,3,3,133
CS4548,12,15,995,5,2,2,522
CS4549,59,18,1293,3,3,3,333
CS4550,140,24,1832,1,5,5,155
CS4551,15,14,1007,5,1,2,512
CS4552,91,19,1376,2,3,4,234
CS4553,6,28,2081,5,5,5,555
CS4554,13,20,1312,5,3,3,533
CS4555,14,33,2331,5,5,5,555
CS4556,34,16,924,4,2,2,422
CS4557,132,15,1071,1,2,2,122
CS4558,52,25,1786,3,5,5,355
CS4559,18,13,777,4,1,2,412
CS4560,62,28,1972,3,5,5,355
CS4561,46,27,1892,3,5,5,355
CS4562,67,14,965,3,1,2,312
CS4563,53,25,1674,3,5,5,355
CS4564,307,22,1466,1,4,4,144
CS4565,65,23,1608,3,4,5,345
CS4566,142,15,1020,1,2,2,122
CS4567,93,9,574,2,1,1,211
CS4568,50,18,1138,3,3,3,333
CS4569,94,19,1205,2,3,3,233
CS4570,112,25,1736,2,5,5,255
CS4571,67,21,1416,3,4,4,344
CS4572,93,26,1567,2,5,4,254
CS4573,107,19,1367,2,3,4,234
CS4574,372,14,1053,1,1,2,112
CS4575,64,22,1451,3,4,4,344
CS4576,20,15,1085,4,2,2,422
CS4577,42,16,1335,3,2,3,323
CS4578,59,18,1191,3,3,3,333
CS4579,62,23,1744,3,4,5,345
CS4580,232,16,1251,1,2,3,123
CS4581,57,14,1153,3,1,3,313
CS4582,11,21,1516,5,4,4,544
CS4583,86,28,1988,2,5,5,255
CS4584,137,18,1151,1,3,3,133
CS4585,0,15,1115,5,2,3,523
CS4586,0,20,1505,5,3,4,534
CS4587,77,22,1657,2,4,5,245
CS4588,74,22,1508,2,4,4,244
CS4589,16,18,1146,5,3,3,533
CS4590,44,24,1625,3,5,5,355
CS4591,0,15,1084,5,2,2,522
CS4592,110,17,1157,2,2,3,223
CS4593,27,24,1760,4,5,5,455
CS4594,92,23,1685,2,4,5,245
CS4595,106,19,1376,2,3,4,234
CS4596,30,19,1383,4,3,4,434
CS4597,2,24,1520,5,5,4,554
CS4598,101,20,1118,2,3,3,233
CS4599,34,24,1638,4,5,5,455
CS4600,103,19,1181,2,3,3,233
CS4601,2,13,919,5,1,2,512
CS4602,25,24,1728,4,5,5,455
CS4603,64,30,2111,3,5,5,355
CS4604,9,29,2008,5,5,5,555
CS4605,62,17,1176,3,2,3,323
CS4606,206,20,1463,1,3,4,134
CS4607,14,18,1186,5,3,3,533
CS4608,0,32,2449,5,5,5,555
CS4609,64,28,2043,3,5,5,355
CS4610,144,20,1333,1,3,3,133
CS4611,81,23,1558,2,4,4,244
CS4612,122,18,1302,2,3,3,233
CS4613,24,21,1629,4,4,5,445
CS4614,4,17,1309,5,2,3,523
CS4615,129,24,1597,1,5,5,155
CS4616,21,19,1306,4,3,3,433
CS4617,16,28,1956,5,5,5,555
CS4618,29,20,1315,4,3,3,433
CS4619,25,15,1047,4,2,2,422
CS4620,261,15,1135,1,2,3,123
CS4621,22,17,1251,4,2,3,423
CS4622,116,19,1315,2,3,3,233
CS4623,32,23,1717,4,4,5,445
CS4624,241,24,1737,1,5,5,155
CS4625,163,28,1925,1,5,5,155
CS4626,200,20,1383,1,3,4,134
CS4627,34,23,1560,4,4,4,444
CS4628,3,18,1238,5,3,3,533
CS4629,80,19,1225,2,3,3,233
CS4630,233,10,704,1,1,2,112
CS4631,17,30,2157,5,5,5,555
CS4632,41,17,1315,3,2,3,323
CS4633,34,21,1457,4,4,4,444
CS4634,68,11,693,3,1,2,312
CS4635,1,20,1449,5,3,4,534
CS4636,93,16,1101,2,2,3,223
CS4637,4,19,1467,5,3,4,534
CS4638,31,24,1609,4,5,5,455
CS4639,56,25,1495,3,5,4,354
CS4640,18,29,2138,4,5,5,455
CS4641,301,19,1263,1,3,3,133
CS4642,12,22,1546,5,4,4,544
CS4643,52,19,1377,3,3,4,334
CS4644,126,14,942,2,1,2,212
CS4645,92,19,1293,2,3,3,233
CS4646,127,26,1772,2,5,5,255
CS4647,36,27,1955,4,5,5,455
CS4648,40,16,1157,3,2,3,323
CS4649,7,19,1286,5,3,3,533
CS4650,71,22,1599,3,4,5,345
CS4651,46,18,1258,3,3,3,333
CS4652,98,22,1561,2,4,4,244
CS4653,70,17,1103,3,2,3,323
CS4654,171,27,1832,1,5,5,155
CS4655,173,17,1245,1,2,3,123
CS4656,31,18,1285,4,3,3,433
CS4657,0,17,1257,5,2,3,523
CS4658,7,23,1626,5,4,5,545
CS4659,45,21,1422,3,4,4,344
CS4660,10,33,2527,5,5,5,555
CS4661,0,26,1769,5,5,5,555
CS4662,87,24,1788,2,5,5,255
CS4663,145,14,939,1,1,2,112
CS4664,37,17,1268,4,2,3,423
CS4665,117,18,1335,2,3,3,233
CS4666,162,22,1375,1,4,4,144
CS4667,19,13,894,4,1,2,412
CS4668,80,23,1698,2,4,5,245
CS4669,102,21,1432,2,4,4,244
CS4670,50,30,2214,3,5,5,355
CS4671,51,21,1368,3,4,4,344
CS4672,55,16,1153,3,2,3,323
CS4673,31,20,1393,4,3,4,434
CS4674,87,18,1468,2,3,4,234
CS4675,355,21,1521,1,4,4,144
CS4676,12,21,1526,5,4,4,544
CS4677,42,19,1276,3,3,3,333
CS4678,149,24,1581,1,5,4,154
CS4679,16,21,1607,5,4,5,545
CS4680,93,12,740,2,1,2,212
CS4681,9,22,1532,5,4,4,544
CS4682,12,21,1329,5,4,3,543
CS4683,133,15,1085,1,2,2,122
CS4684,130,17,1073,1,2,2,122
CS4685,225,24,1686,1,5,5,155
CS4686,63,23,1740,3,4,5,345
CS4687,79,24,1724,2,5,5,255
CS4688,91,20,1417,2,3,4,234
CS4689,156,13,852,1,1,2,112
CS4690,109,15,905,2,2,2,222
CS4691,4,22,1526,5,4,4,544
CS4692,12,18,1228,5,3,3,533
CS4693,29,17,1139,4,2,3,423
CS4694,112,13,953,2,1,2,212
CS4695,166,17,1237,1,2,3,123
CS4696,20,15,908,4,2,2,422
CS4697,23,25,1648,4,5,5,455
CS4698,167,17,1124,1,2,3,123
CS4699,27,19,1306,4,3,3,433
CS4700,2,18,1175,5,3,3,533
CS4701,45,23,1632,3,4,5,345
CS4702,89,25,1715,2,5,5,255
CS4703,296,20,1385,1,3,4,134
CS4704,22,20,1380,4,3,4,434
CS4705,93,13,985,2,1,2,212
CS4706,169,10,827,1,1,2,112
CS4707,113,22,1542,2,4,4,244
CS4708,16,21,1427,5,4,4,544
CS4709,138,17,1172,1,2,3,123
CS4710,92,21,1502,2,4,4,244
CS4711,7,23,1538,5,4,4,544
CS4712,55,14,1043,3,1,2,312
CS4713,28,24,1762,4,5,5,455
CS4714,169,16,1077,1,2,2,122
CS4715,21,19,1296,4,3,3,433
CS4716,45,13,970,3,1,2,312
CS4717,52,22,1613,3,4,5,345
CS4718,135,19,1354,1,3,4,134
CS4719,180,16,1273,1,2,3,123
CS4720,228,20,1187,1,3,3,133
CS4721,15,24,1606,5,5,5,555
CS4722,21,18,1250,4,3,3,433
CS4723,5,24,1707,5,5,5,555
CS4724,90,17,1044,2,2,2,222
CS4725,76,20,1348,2,3,4,234
CS4726,49,14,932,3,1,2,312
CS4727,11,22,1500,5,4,4,544
CS4728,94,14,1092,2,1,2,212
CS4729,13,16,1077,5,2,2,522
CS4730,31,21,1628,4,4,5,445
CS4731,5,17,1067,5,2,2,522
CS4732,278,16,1197,1,2,3,123
CS4733,144,23,1682,1,4,5,145
CS4734,10,19,1223,5,3,3,533
CS4735,28,18,1311,4,3,3,433
CS4736,17,14,986,5,1,2,512
CS4737,6,24,1668,5,5,5,555
CS4738,64,18,1258,3,3,3,333
CS4739,62,25,1818,3,5,5,355
CS4740,47,18,1141,3,3,3,333
CS4741,17,22,1629,5,4,5,545
CS4742,149,15,975,1,2,2,122
CS4743,20,16,1099,4,2,3,423
CS4744,91,19,1349,2,3,4,234
CS4745,35,22,1380,4,4,4,444
CS4746,4,31,2337,5,5,5,555
CS4747,8,11,718,5,1,2,512
CS4748,63,20,1525,3,3,4,334
CS4749,22,27,1959,4,5,5,455
CS4750,198,18,1266,1,3,3,133
CS4751,3,15,1232,5,2,3,523
CS4752,13,19,1162,5,3,3,533
CS4753,127,19,1209,2,3,3,233
CS4754,170,20,1423,1,3,4,134
CS4755,12,20,1598,5,3,5,535
CS4756,17,17,1196,5,2,3,523
CS4757,8,17,1188,5,2,3,523
CS4758,47,22,1388,3,4,4,344
CS4759,58,16,1138,3,2,3,323
CS4760,44,22,1707,3,4,5,345
CS4761,117,20,1365,2,3,4,234
CS4762,66,20,1313,3,3,3,333
CS4763,18,21,1382,4,4,4,444
CS4764,1,18,1396,5,3,4,534
CS4765,127,20,1299,2,3,3,233
CS4766,1,22,1605,5,4,5,545
CS4767,172,14,1046,1,1,2,112
CS4768,1,26,1721,5,5,5,555
CS4769,95,19,1271,2,3,3,233
CS4770,149,18,1134,1,3,3,133
CS4771,12,14,874,5,1,2,512
CS4772,22,19,1146,4,3,3,433
CS4773,175,27,2074,1,5,5,155
CS4774,233,18,1208,1,3,3,133
CS4775,29,20,1294,4,3,3,433
CS4776,7,22,1613,5,4,5,545
CS4777,55,25,1767,3,5,5,355
CS4778,108,18,1269,2,3,3,233
CS4779,8,23,1595,5,4,5,545
CS4780,74,17,1107,2,2,3,223
CS4781,17,15,1046,5,2,2,522
CS4782,2,17,1276,5,2,3,523
CS4783,2,19,1308,5,3,3,533
CS4784,178,23,1578,1,4,4,144
CS4785,25,16,1219,4,2,3,423
CS4786,135,17,1248,1,2,3,123
CS4787,25,20,1351,4,3,4,434
CS4788,54,19,1470,3,3,4,334
CS4789,79,22,1551,2,4,4,244
CS4790,54,19,1453,3,3,4,334
CS4791,32,16,1177,4,2,3,423
CS4792,25,20,1368,4,3,4,434
CS4793,36,27,1862,4,5,5,455
CS4794,29,23,1685,4,4,5,445
CS4795,20,25,1831,4,5,5,455
CS4796,153,18,1347,1,3,4,134
CS4797,25,21,1577,4,4,4,444
CS4798,23,27,2151,4,5,5,455
CS4799,197,18,1240,1,3,3,133
CS4800,68,23,1520,3,4,4,344
CS4801,49,18,1254,3,3,3,333
CS4802,7,20,1451,5,3,4,534
CS4803,50,18,1305,3,3,3,333
CS4804,42,25,1643,3,5,5,355
CS4805,121,17,1354,2,2,4,224
CS4806,93,18,1108,2,3,3,233
CS4807,53,20,1249,3,3,3,333
CS4808,66,24,1570,3,5,4,354
CS4809,260,19,1294,1,3,3,133
CS4810,68,21,1448,3,4,4,344
CS4811,232,20,1399,1,3,4,134
CS4812,36,15,1063,4,2,2,422
CS4813,72,20,1437,3,3,4,334
CS4814,169,19,1435,1,3,4,134
CS4815,29,25,1804,4,5,5,455
CS4816,72,18,1311,3,3,3,333
CS4817,10,21,1389,5,4,4,544
CS4818,10,13,942,5,1,2,512
CS4819,107,20,1457,2,3,4,234
CS4820,6,20,1408,5,3,4,534
CS4821,16,16,1161,5,2,3,523
CS4822,36,17,1118,4,2,3,423
CS4823,226,22,1555,1,4,4,144
CS4824,153,19,1353,1,3,4,134
CS4825,16,19,1407,5,3,4,534
CS4826,85,21,1497,2,4,4,244
CS4827,21,19,1242,4,3,3,433
CS4828,228,18,1339,1,3,3,133
CS4829,64,27,1870,3,5,5,355
CS4830,18,18,1253,4,3,3,433
CS4831,20,15,1010,4,2,2,422
CS4832,76,23,1482,2,4,4,244
CS4833,176,19,1262,1,3,3,133
CS4834,376,14,1091,1,1,2,112
CS4835,32,15,955,4,2,2,422
CS4836,55,23,1761,3,4,5,345
CS4837,14,20,1437,5,3,4,534
CS4838,8,17,1143,5,2,3,523
CS4839,40,24,1775,3,5,5,355
CS4840,17,14,999,5,1,2,512
CS4841,1,26,1960,5,5,5,555
CS4842,47,20,1319,3,3,3,333
CS4843,108,15,896,2,2,2,222
CS4844,149,26,1669,1,5,5,155
CS4845,2,23,1532,5,4,4,544
CS4846,40,27,1855,3,5,5,355
CS4847,11,21,1340,5,4,3,543
CS4848,1,18,1287,5,3,3,533
CS4849,7,25,1850,5,5,5,555
CS4850,18,17,1237,4,2,3,423
CS4851,65,18,1162,3,3,3,333
CS4852,64,23,1559,3,4,4,344
CS4853,80,19,1294,2,3,3,233
CS4854,3,18,1167,5,3,3,533
CS4855,4,24,1660,5,5,5,555
CS4856,29,16,1172,4,2,3,423
CS4857,3,19,1381,5,3,4,534
CS4858,59,28,2247,3,5,5,355
CS4859,34,18,1332,4,3,3,433
CS4860,263,23,1629,1,4,5,145
CS4861,80,15,1132,2,2,3,223
CS4862,150,26,1853,1,5,5,155
CS4863,40,21,1484,3,4,4,344
CS4864,56,18,1307,3,3,3,333
CS4865,1,26,1941,5,5,5,555
CS4866,26,19,1487,4,3,4,434
CS4867,30,30,2106,4,5,5,455
CS4868,11,27,1899,5,5,5,555
CS4869,79,18,1234,2,3,3,233
CS4870,2,19,1242,5,3,3,533
CS4871,10,26,2006,5,5,5,555
CS4872,2,22,1475,5,4,4,544
CS4873,311,14,1130,1,1,3,113
CS4874,101,21,1532,2,4,4,244
CS4875,47,20,1605,3,3,5,335
CS4876,168,23,1492,1,4,4,144
CS4877,8,16,1176,5,2,3,523
CS4878,77,22,1380,2,4,4,244
CS4879,22,18,1195,4,3,3,433
CS4880,65,20,1423,3,3,4,334
CS4881,6,17,1109,5,2,3,523
CS4882,104,16,1136,2,2,3,223
CS4883,104,15,1012,2,2,2,222
CS4884,34,19,1152,4,3,3,433
CS4885,182,21,1520,1,4,4,144
CS4886,9,20,1411,5,3,4,534
CS4887,36,23,1516,4,4,4,444
CS4888,85,21,1618,2,4,5,245
CS4889,5,23,1436,5,4,4,544
CS4890,129,17,1257,1,2,3,123
CS4891,40,19,1439,3,3,4,334
CS4892,131,22,1404,1,4,4,144
CS4893,64,20,1286,3,3,3,333
CS4894,83,12,824,2,1,2,212
CS4895,47,19,1197,3,3,3,333
CS4896,164,20,1423,1,3,4,134
CS4897,39,30,1999,4,5,5,455
CS4898,30,13,866,4,1,2,412
CS4899,15,19,1372,5,3,4,534
CS4900,16,17,1068,5,2,2,522
CS4901,72,23,1491,3,4,4,344
CS4902,27,18,1383,4,3,4,434
CS4903,2,26,1584,5,5,4,554
CS4904,13,24,1456,5,5,4,554
CS4905,14,23,1575,5,4,4,544
CS4906,65,22,1644,3,4,5,345
CS4907,63,19,1344,3,3,3,333
CS4908,148,24,1842,1,5,5,155
CS4909,68,17,1290,3,2,3,323
CS4910,137,18,1252,1,3,3,133
CS4911,130,15,1069,1,2,2,122
CS4912,10,19,1545,5,3,4,534
CS4913,91,16,1047,2,2,2,222
CS4914,133,21,1471,1,4,4,144
CS4915,24,23,1541,4,4,4,444
CS4916,57,21,1484,3,4,4,344
CS4917,50,20,1392,3,3,4,334
CS4918,139,22,1561,1,4,4,144
CS4919,468,13,863,1,1,2,112
CS4920,49,17,1173,3,2,3,323
CS4921,6,12,908,5,1,2,512
CS4922,16,16,1117,5,2,3,523
CS4923,223,18,1064,1,3,2,132
CS4924,111,23,1527,2,4,4,244
CS4925,87,21,1316,2,4,3,243
CS4926,44,16,1167,3,2,3,323
CS4927,48,20,1401,3,3,4,334
CS4928,37,18,1318,4,3,3,433
CS4929,43,25,1624,3,5,5,355
CS4930,36,20,1440,4,3,4,434
CS4931,16,29,2246,5,5,5,555
CS4932,157,26,1840,1,5,5,155
CS4933,243,16,1040,1,2,2,122
CS4934,159,24,1865,1,5,5,155
CS4935,103,21,1575,2,4,4,244
CS4936,41,25,1669,3,5,5,355
CS4937,88,16,1152,2,2,3,223
CS4938,1,15,1057,5,2,2,522
CS4939,107,29,2088,2,5,5,255
CS4940,38,15,1109,4,2,3,423
CS4941,18,22,1434,4,4,4,444
CS4942,162,19,1484,1,3,4,134
CS4943,17,19,1338,5,3,3,533
CS4944,26,27,2062,4,5,5,455
CS4945,50,23,1603,3,4,5,345
CS4946,36,21,1548,4,4,4,444
CS4947,44,11,834,3,1,2,312
CS4948,35,18,1287,4,3,3,433
CS4949,16,21,1365,5,4,4,544
CS4950,27,12,863,4,1,2,412
CS4951,95,20,1488,2,3,4,234
CS4952,111,25,1888,2,5,5,255
CS4953,176,21,1381,1,4,4,144
CS4954,1,20,1364,5,3,4,534
CS4955,17,25,1799,5,5,5,555
CS4956,25,18,1395,4,3,4,434
CS4957,56,23,1634,3,4,5,345
CS4958,44,14,812,3,1,2,312
CS4959,240,23,1768,1,4,5,145
CS4960,84,18,1216,2,3,3,233
CS4961,20,21,1365,4,4,4,444
CS4962,39,25,1774,4,5,5,455
CS4963,47,19,1243,3,3,3,333
CS4964,37,20,1237,4,3,3,433
CS4965,32,27,1790,4,5,5,455
CS4966,141,23,1504,1,4,4,144
CS4967,40,25,1818,3,5,5,355
CS4968,8,18,1278,5,3,3,533
CS4969,24,18,1295,4,3,3,433
CS4970,28,23,1712,4,4,5,445
CS4971,23,19,1367,4,3,4,434
CS4972,75,21,1433,2,4,4,244
CS4973,76,23,1626,2,4,5,245
CS4974,170,19,1273,1,3,3,133
CS4975,116,11,777,2,1,2,212
CS4976,29,19,1424,4,3,4,434
CS4977,75,22,1566,2,4,4,244
CS4978,382,10,675,1,1,1,111
CS4979,66,17,1104,3,2,3,323
CS4980,31,22,1564,4,4,4,444
CS4981,26,25,1703,4,5,5,455
CS4982,201,12,754,1,1,2,112
CS4983,8,18,1406,5,3,4,534
CS4984,75,18,1060,2,3,2,232
CS4985,18,21,1468,4,4,4,444
CS4986,6,16,1013,5,2,2,522
CS4987,39,16,1098,4,2,3,423
CS4988,85,20,1433,2,3,4,234
CS4989,20,15,918,4,2,2,422
CS4990,100,20,1406,2,3,4,234
CS4991,14,15,1143,5,2,3,523
CS4992,77,20,1350,2,3,4,234
CS4993,24,26,1765,4,5,5,455
CS4994,17,18,1216,5,3,3,533
CS4995,118,20,1331,2,3,3,233
CS4996,27,25,1635,4,5,5,455
CS4997,260,15,1074,1,2,2,122
CS4998,9,34,2358,5,5,5,555
CS4999,95,11,788,2,1,2,212
CS5000,33,19,1408,4,3,4,434
CS5001,29,22,1593,4,4,5,445
CS5002,71,11,815,3,1,2,312
CS5003,76,16,1207,2,2,3,223
CS5004,80,18,1302,2,3,3,233
CS5005,25,17,1146,4,2,3,423
CS5006,42,24,1651,3,5,5,355
CS5007,34,24,1518,4,5,4,454
CS5008,67,16,1159,3,2,3,323
CS5009,73,16,1067,2,2,2,222
CS5010,17,24,1698,5,5,5,555
CS5011,79,20,1480,2,3,4,234
CS5012,88,24,1602,2,5,5,255
CS5013,135,18,1298,1,3,3,133
CS5014,46,21,1342,3,4,3,343
CS5015,165,22,1423,1,4,4,144
CS5016,4,25,1701,5,5,5,555
CS5017,15,18,1255,5,3,3,533
CS5018,75,25,1628,2,5,5,255
CS5019,93,20,1338,2,3,3,233
CS5020,298,9,572,1,1,1,111
CS5021,153,20,1341,1,3,3,133
CS5022,147,15,1209,1,2,3,123
CS5023,41,22,1713,3,4,5,345
CS5024,197,18,1214,1,3,3,133
CS5025,79,28,1973,2,5,5,255
CS5026,177,30,2098,1,5,5,155
CS5027,2,22,1586,5,4,4,544
CS5028,19,29,2098,4,5,5,455
CS5029,83,16,1162,2,2,3,223
CS5030,128,16,1028,2,2,2,222
CS5031,60,24,1585,3,5,4,354
CS5032,27,23,1763,4,4,5,445
CS5033,92,22,1687,2,4,5,245
CS5034,71,17,1130,3,2,3,323
CS5035,63,14,1037,3,1,2,312
CS5036,163,20,1292,1,3,3,133
CS5037,4,15,1149,5,2,3,523
CS5038,73,22,1470,2,4,4,244
CS5039,37,25,1673,4,5,5,455
CS5040,1,24,1731,5,5,5,555
CS5041,10,25,1763,5,5,5,555
CS5042,0,21,1646,5,4,5,545
CS5043,55,17,1109,3,2,3,323
CS5044,138,21,1477,1,4,4,144
CS5045,300,12,1019,1,1,2,112
CS5046,38,24,1712,4,5,5,455
CS5047,11,19,1381,5,3,4,534
CS5048,2,22,1464,5,4,4,544
CS5049,1,28,1979,5,5,5,555
CS5050,9,19,1515,5,3,4,534
CS5051,29,19,1232,4,3,3,433
CS5052,68,24,1486,3,5,4,354
CS5053,126,18,1501,2,3,4,234
CS5054,165,16,1279,1,2,3,123
CS5055,68,23,1644,3,4,5,345
CS5056,122,17,1337,2,2,3,223
CS5057,104,26,2008,2,5,5,255
CS5058,13,18,1146,5,3,3,533
CS5059,34,20,1486,4,3,4,434
CS5060,101,15,1082,2,2,2,222
CS5061,25,22,1412,4,4,4,444
CS5062,173,20,1443,1,3,4,134
CS5063,22,27,1901,4,5,5,455
CS5064,76,15,1200,2,2,3,223
CS5065,10,24,1463,5,5,4,554
CS5066,31,26,1696,4,5,5,455
CS5067,14,27,1857,5,5,5,555
CS5068,23,22,1500,4,4,4,444
CS5069,105,23,1666,2,4,5,245
CS5070,110,21,1477,2,4,4,244
CS5071,32,16,1180,4,2,3,423
CS5072,126,16,1085,2,2,2,222
CS5073,152,18,1362,1,3,4,134
CS5074,86,15,1010,2,2,2,222
CS5075,20,18,1180,4,3,3,433
CS5076,44,21,1371,3,4,4,344
CS5077,9,21,1444,5,4,4,544
CS5078,111,19,1351,2,3,4,234
CS5079,55,23,1469,3,4,4,344
CS5080,284,18,1209,1,3,3,133
CS5081,14,22,1645,5,4,5,545
CS5082,19,29,2072,4,5,5,455
CS5083,65,26,1974,3,5,5,355
CS5084,33,20,1465,4,3,4,434
CS5085,210,18,1313,1,3,3,133
CS5086,90,21,1287,2,4,3,243
CS5087,47,15,874,3,2,2,322
CS5088,29,22,1556,4,4,4,444
CS5089,57,12,874,3,1,2,312
CS5090,6,21,1552,5,4,4,544
CS5091,205,13,976,1,1,2,112
CS5092,21,18,1200,4,3,3,433
CS5093,65,27,1838,3,5,5,355
CS5094,9,18,1289,5,3,3,533
CS5095,23,20,1423,4,3,4,434
CS5096,181,18,1348,1,3,4,134
CS5097,57,26,1757,3,5,5,355
CS5098,76,17,1147,2,2,3,223
CS5099,12,16,1151,5,2,3,523
CS5100,55,23,1595,3,4,5,345
CS5101,128,17,1033,2,2,2,222
CS5102,58,15,982,3,2,2,322
CS5103,22,16,1011,4,2,2,422
CS5104,210,16,1102,1,2,3,123
CS5105,134,17,1248,1,2,3,123
CS5106,127,20,1492,2,3,4,234
CS5107,23,28,1994,4,5,5,455
CS5108,8,14,968,5,1,2,512
CS5109,40,35,2506,3,5,5,355
CS5110,10,11,807,5,1,2,512
CS5111,67,28,1948,3,5,5,355
CS5112,8,14,1003,5,1,2,512
CS5113,11,19,1314,5,3,3,533
CS5114,121,20,1610,2,3,5,235
CS5115,55,22,1298,3,4,3,343
CS5116,56,20,1408,3,3,4,334
CS5117,40,19,1332,3,3,3,333
CS5118,35,26,1764,4,5,5,455
CS5119,206,17,1319,1,2,3,123
CS5120,22,16,1196,4,2,3,423
CS5121,30,16,1175,4,2,3,423
CS5122,53,23,1513,3,4,4,344
CS5123,399,15,1047,1,2,2,122
CS5124,90,28,1973,2,5,5,255
CS5125,12,20,1319,5,3,3,533
CS5126,18,25,1654,4,5,5,455
CS5127,110,15,1208,2,2,3,223
CS5128,91,27,1856,2,5,5,255
CS5129,96,24,1567,2,5,4,254
CS5130,77,25,1666,2,5,5,255
CS5131,128,29,2083,2,5,5,255
CS5132,29,22,1568,4,4,4,444
CS5133,36,18,1428,4,3,4,434
CS5134,66,16,942,3,2,2,322
CS5135,31,23,1525,4,4,4,444
CS5136,43,22,1643,3,4,5,345
CS5137,130,21,1529,1,4,4,144
CS5138,11,19,1352,5,3,4,534
CS5139,83,22,1493,2,4,4,244
CS5140,84,23,1647,2,4,5,245
CS5141,83,29,1990,2,5,5,255
CS5142,8,19,1323,5,3,3,533
CS5143,33,23,1642,4,4,5,445
CS5144,157,14,924,1,1,2,112
CS5145,75,20,1370,2,3,4,234
CS5146,87,17,1246,2,2,3,223
CS5147,35,18,1197,4,3,3,433
CS5148,81,26,1726,2,5,5,255
CS5149,122,13,887,2,1,2,212
CS5150,64,11,822,3,1,2,312
CS5151,103,18,1151,2,3,3,233
CS5152,132,12,839,1,1,2,112
CS5153,67,21,1506,3,4,4,344
CS5154,7,31,2008,5,5,5,555
CS5155,38,26,1838,4,5,5,455
CS5156,96,16,1185,2,2,3,223
CS5157,49,22,1473,3,4,4,344
CS5158,95,19,1249,2,3,3,233
CS5159,52,28,2123,3,5,5,355
CS5160,8,21,1526,5,4,4,544
CS5161,59,18,1371,3,3,4,334
CS5162,175,18,1314,1,3,3,133
CS5163,8,28,2037,5,5,5,555
CS5164,15,18,1157,5,3,3,533
CS5165,74,25,1705,2,5,5,255
CS5166,15,27,1951,5,5,5,555
CS5167,130,16,1082,1,2,2,122
CS5168,18,20,1458,4,3,4,434
CS5169,99,18,1241,2,3,3,233
CS5170,31,20,1329,4,3,3,433
CS5171,1,18,1286,5,3,3,533
CS5172,127,21,1362,2,4,4,244
CS5173,172,11,684,1,1,2,112
CS5174,63,25,1616,3,5,5,355
CS5175,26,25,1680,4,5,5,455
CS5176,144,28,1905,1,5,5,155
CS5177,302,14,1036,1,1,2,112
CS5178,47,21,1387,3,4,4,344
CS5179,193,14,1033,1,1,2,112
CS5180,43,11,825,3,1,2,312
CS5181,7,16,1142,5,2,3,523
CS5182,129,23,1517,1,4,4,144
CS5183,4,17,1173,5,2,3,523
CS5184,3,28,1879,5,5,5,555
CS5185,22,27,1861,4,5,5,455
CS5186,421,12,777,1,1,2,112
CS5187,4,28,2023,5,5,5,555
CS5188,14,16,1024,5,2,2,522
CS5189,77,28,1944,2,5,5,255
CS5190,14,21,1420,5,4,4,544
CS5191,4,27,1889,5,5,5,555
CS5192,42,21,1474,3,4,4,344
CS5193,16,24,1586,5,5,4,554
CS5194,131,16,1062,1,2,2,122
CS5195,162,19,1302,1,3,3,133
CS5196,32,22,1356,4,4,4,444
CS5197,21,16,1165,4,2,3,423
CS5198,7,26,1801,5,5,5,555
CS5199,15,14,1103,5,1,3,513
CS5200,2,21,1473,5,4,4,544
CS5201,30,20,1343,4,3,3,433
CS5202,145,27,1954,1,5,5,155
CS5203,5,27,1850,5,5,5,555
CS5204,12,21,1536,5,4,4,544
CS5205,53,17,1185,3,2,3,323
CS5206,96,14,1001,2,1,2,212
CS5207,92,16,1193,2,2,3,223
CS5208,30,20,1364,4,3,4,434
CS5209,194,20,1211,1,3,3,133
CS5210,142,17,1329,1,2,3,123
CS5211,62,18,1273,3,3,3,333
CS5212,50,25,1669,3,5,5,355
CS5213,66,26,1846,3,5,5,355
CS5214,172,17,1181,1,2,3,123
CS5215,13,14,1023,5,1,2,512
CS5216,95,11,671,2,1,1,211
CS5217,50,20,1440,3,3,4,334
CS5218,82,16,1229,2,2,3,223
CS5219,125,19,1420,2,3,4,234
CS5220,162,20,1473,1,3,4,134
CS5221,2,22,1387,5,4,4,544
CS5222,22,22,1397,4,4,4,444
CS5223,20,27,2060,4,5,5,455
CS5224,24,19,1489,4,3,4,434
CS5225,100,22,1334,2,4,3,243
CS5226,25,28,2011,4,5,5,455
CS5227,82,16,1100,2,2,3,223
CS5228,28,18,1179,4,3,3,433
CS5229,66,11,669,3,1,1,311
CS5230,5,23,1457,5,4,4,544
CS5231,117,22,1432,2,4,4,244
CS5232,15,21,1382,5,4,4,544
CS5233,170,11,795,1,1,2,112
CS5234,36,15,1082,4,2,2,422
CS5235,52,17,1128,3,2,3,323
CS5236,163,17,1212,1,2,3,123
